,Name,Favorite_Song,C_ID_t,E_ID_t,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name_t,PH_ID_Egg,PR_ID_Egg,I_LOC,NW,Parent_Gen,Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID,NameCMM,GrandMother,C_IDCMM,E_IDCMM,GrandFather,C_ID_Maternal_Father,E_ID_Maternal_Father,E_IDCM,Mother_I_LOC,E_ID_FatherIL,Father_I_LOC,E_ID,GrandMother_I_LOC,GrandFather_I_LOC,Name_y,Cousin
828,Zackery,Changes,530197432.0,530197432.0,MAI,923371386.0,229118903.0,MAI,923371386.0,229118903.0,B,True,Gen1,Gustavo,229118903,Gen1,229118903,Liz,630559425,800981516,MAI,Barb,923371386,923371386,Ralph,800981516,,923371386,B,229118903,B,923371386,B,B,Zackery,RYANN
829,JESSIA,Lick It Up,630749409.0,630749409.0,MAI,923371386.0,416708531.0,MAI,923371386.0,416708531.0,C,False,Gen1,Rohan,416708531,Gen1,416708531,Mary,225766667,800981516,MAI,Barb,923371386,923371386,Ralph,800981516,,923371386,B,416708531,C,923371386,B,B,JESSIA,CUC
830,EVITA,A Saturday Club Xmas/Crimble Medley,582722547.0,582722547.0,MAI,923371386.0,425921788.0,MAI,923371386.0,425921788.0,B,True,Gen1,Micheal,425921788,Gen1,425921788,Liz,630559425,800981516,MAI,Barb,923371386,923371386,Ralph,800981516,,923371386,B,425921788,A,923371386,B,B,EVITA,ISABEL
831,CORAZON,You Better Run,509584041.0,509584041.0,DONELLA,707763018.0,472726931.0,DONELLA,707763018.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,472726931,B,707763018,B,B,CORAZON,MODESTA
832,Freddie,Ooh La La,760868844.0,760868844.0,DONELLA,707763018.0,472726931.0,DONELLA,707763018.0,472726931.0,B,True,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,472726931,B,707763018,B,B,Freddie,Addison
833,TIERRA,Stray Cat Strut,947650889.0,947650889.0,DONELLA,707763018.0,115030635.0,DONELLA,707763018.0,115030635.0,B,True,Gen1,Devin,115030635,Gen1,115030635,Liz,630559425,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,115030635,A,707763018,B,B,TIERRA,CLAUDETTE
834,Dallas,What About Love?,696857469.0,696857469.0,DONELLA,707763018.0,115030635.0,DONELLA,707763018.0,115030635.0,A,False,Gen1,Devin,115030635,Gen1,115030635,Liz,630559425,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,115030635,A,707763018,B,B,Dallas,Karson
835,AVA,Long Distance Runaround,778616433.0,778616433.0,DONELLA,707763018.0,734902635.0,DONELLA,707763018.0,734902635.0,B,True,Gen1,Santos,734902635,Gen1,734902635,Mary,225766667,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,734902635,B,707763018,B,B,AVA,SALENA
836,DOTTY,Some Like It Hot,874714087.0,874714087.0,DONELLA,707763018.0,376496129.0,DONELLA,707763018.0,376496129.0,A,False,Gen1,Fred,376496129,Gen1,376496129,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,376496129,B,707763018,B,B,DOTTY,DONNETTA
837,HORTENSIA,You Belong to the City,602886708.0,602886708.0,DONELLA,707763018.0,51506173.0,DONELLA,707763018.0,51506173.0,C,False,Gen1,Jaren,51506173,Gen1,51506173,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,51506173,C,707763018,B,B,HORTENSIA,Andreas
838,MINNIE,Sledgehammer,86991751.0,86991751.0,DONELLA,707763018.0,51506173.0,DONELLA,707763018.0,51506173.0,A,False,Gen1,Jaren,51506173,Gen1,51506173,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,51506173,C,707763018,B,B,MINNIE,KYLE
839,Kenny,Find Your Way Back,604606877.0,604606877.0,DONELLA,707763018.0,51506173.0,DONELLA,707763018.0,51506173.0,C,False,Gen1,Jaren,51506173,Gen1,51506173,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,51506173,C,707763018,B,B,Kenny,Courtney
840,Quincy,My Own Worst Enemy,524512151.0,524512151.0,DONELLA,707763018.0,788884932.0,DONELLA,707763018.0,788884932.0,C,False,Gen1,Brodie,788884932,Gen1,788884932,Mary,225766667,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,788884932,B,707763018,B,B,Quincy,DEBI
841,ELNORA,Everybody's Got Something To Hide Except Me And My Monk,492953752.0,492953752.0,DONELLA,707763018.0,133989334.0,DONELLA,707763018.0,133989334.0,A,False,Gen1,Salvatore,133989334,Gen1,133989334,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,133989334,B,707763018,B,B,ELNORA,Alex
842,Dewayne,The Road and the Sky,321687332.0,321687332.0,DONELLA,707763018.0,133989334.0,DONELLA,707763018.0,133989334.0,A,False,Gen1,Salvatore,133989334,Gen1,133989334,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,133989334,B,707763018,B,B,Dewayne,Coby
843,CRISTY,Drive,878901973.0,878901973.0,DONELLA,707763018.0,760250469.0,DONELLA,707763018.0,760250469.0,B,True,Gen1,Ronaldo,760250469,Gen1,760250469,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,760250469,A,707763018,B,B,CRISTY,TREASA
844,KACI,Fire,829057569.0,829057569.0,DONELLA,707763018.0,742024162.0,DONELLA,707763018.0,742024162.0,C,False,Gen1,Tariq,742024162,Gen1,742024162,Pat,631311759,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,742024162,B,707763018,B,B,KACI,ELKE
845,Coby,CRAZY LOVE,475874759.0,475874759.0,DONELLA,707763018.0,742024162.0,DONELLA,707763018.0,742024162.0,C,False,Gen1,Tariq,742024162,Gen1,742024162,Pat,631311759,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,742024162,B,707763018,B,B,Coby,ELISE
846,ALICIA,Highway Song,178118909.0,178118909.0,DONELLA,707763018.0,764666112.0,DONELLA,707763018.0,764666112.0,B,True,Gen1,Owen,764666112,Gen1,764666112,Barb,397591248,800981516,DONELLA,Pat,707763018,707763018,Ralph,800981516,,707763018,B,764666112,A,707763018,B,B,ALICIA,Keith
847,Nelson,Green Eyed Lady,878496978.0,878496978.0,ALAINE,590450352.0,472726931.0,ALAINE,590450352.0,472726931.0,A,False,Gen1,Darius,472726931,Gen1,472726931,Liz,630559425,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,472726931,B,590450352,B,B,Nelson,Jayson
848,Isiah,Message In A Bottle,411331218.0,411331218.0,ALAINE,590450352.0,883399077.0,ALAINE,590450352.0,883399077.0,B,True,Gen1,Brad,883399077,Gen1,883399077,Mary,225766667,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,883399077,B,590450352,B,B,Isiah,MAFALDA
849,DARCEY,Jet Airliner,988200899.0,988200899.0,ALAINE,590450352.0,628269884.0,ALAINE,590450352.0,628269884.0,B,True,Gen1,Chaz,628269884,Gen1,628269884,Mary,225766667,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,628269884,A,590450352,B,B,DARCEY,Lorenzo
850,MAKEDA,Must of Got Lost,360123372.0,360123372.0,ALAINE,590450352.0,362893270.0,ALAINE,590450352.0,362893270.0,B,True,Gen1,Orlando,362893270,Gen1,362893270,Liz,630559425,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,362893270,A,590450352,B,B,MAKEDA,ROY
851,VIOLET,Again Tonight,725100347.0,725100347.0,ALAINE,590450352.0,238679265.0,ALAINE,590450352.0,238679265.0,C,False,Gen1,Keyon,238679265,Gen1,238679265,Pat,631311759,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,238679265,C,590450352,B,B,VIOLET,RAE
852,SONDRA,All Star,154363150.0,154363150.0,ALAINE,590450352.0,238679265.0,ALAINE,590450352.0,238679265.0,B,True,Gen1,Keyon,238679265,Gen1,238679265,Pat,631311759,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,238679265,C,590450352,B,B,SONDRA,Nelson
853,Octavio,Comfortably Numb,732399059.0,732399059.0,ALAINE,590450352.0,562628161.0,ALAINE,590450352.0,562628161.0,C,False,Gen1,Keaton,562628161,Gen1,562628161,Mary,225766667,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,562628161,A,590450352,B,B,Octavio,IDELLA
854,Eduardo,Superstition,323026048.0,323026048.0,ALAINE,590450352.0,315771200.0,ALAINE,590450352.0,315771200.0,B,True,Gen1,Terrance,315771200,Gen1,315771200,Pat,631311759,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,315771200,B,590450352,B,B,Eduardo,MAZIE
855,Oscar,All My Life,558616184.0,558616184.0,ALAINE,590450352.0,275508229.0,ALAINE,590450352.0,275508229.0,A,False,Gen1,Evan,275508229,Gen1,275508229,Pat,631311759,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,275508229,B,590450352,B,B,Oscar,Branden
856,BRIGID,Lights Out (Live),926344702.0,926344702.0,ALAINE,590450352.0,154174901.0,ALAINE,590450352.0,154174901.0,A,False,Gen1,Seth,154174901,Gen1,154174901,Mary,225766667,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,154174901,C,590450352,B,B,BRIGID,VIOLETTE
857,LENA,It Don't Come Easy,939210564.0,939210564.0,ALAINE,590450352.0,788884932.0,ALAINE,590450352.0,788884932.0,A,False,Gen1,Brodie,788884932,Gen1,788884932,Mary,225766667,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,788884932,B,590450352,B,B,LENA,Allan
858,Isiah,Rebel Yell,586279852.0,586279852.0,ALAINE,590450352.0,858496373.0,ALAINE,590450352.0,858496373.0,A,False,Gen1,Reynaldo,858496373,Gen1,858496373,Mary,225766667,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,858496373,B,590450352,B,B,Isiah,JAMEY
859,Kamren,I Know I'm Losing You,575003751.0,575003751.0,ALAINE,590450352.0,574340276.0,ALAINE,590450352.0,574340276.0,B,True,Gen1,Griffin,574340276,Gen1,574340276,Liz,630559425,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,574340276,B,590450352,B,B,Kamren,Freddy
860,Conrad,Come Sail Away,368622631.0,368622631.0,ALAINE,590450352.0,574340276.0,ALAINE,590450352.0,574340276.0,A,False,Gen1,Griffin,574340276,Gen1,574340276,Liz,630559425,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,574340276,B,590450352,B,B,Conrad,KACIE
861,DOROTHA,Joe's Garage,388798493.0,388798493.0,ALAINE,590450352.0,540665287.0,ALAINE,590450352.0,540665287.0,A,False,Gen1,Daquan,540665287,Gen1,540665287,Pat,631311759,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,540665287,C,590450352,B,B,DOROTHA,JADA
862,Courtney,Good Friday,982790443.0,982790443.0,ALAINE,590450352.0,890896128.0,ALAINE,590450352.0,890896128.0,B,True,Gen1,Jayce,890896128,Gen1,890896128,Barb,397591248,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,890896128,A,590450352,B,B,Courtney,Kameron
863,Porter,Cry For A Shadow,400945742.0,400945742.0,ALAINE,590450352.0,742024162.0,ALAINE,590450352.0,742024162.0,C,False,Gen1,Tariq,742024162,Gen1,742024162,Pat,631311759,800981516,ALAINE,Mary,590450352,590450352,Ralph,800981516,,590450352,B,742024162,B,590450352,B,B,Porter,Julien
864,Alexandro,Holiday / Boulevard of Broken Dreams,846692397.0,846692397.0,TIESHA,283501077.0,704616095.0,TIESHA,283501077.0,704616095.0,B,True,Gen1,Easton,704616095,Gen1,704616095,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,704616095,A,283501077,B,B,Alexandro,MELINDA
865,GLORIA,Like You Do,999496783.0,999496783.0,GREGORY,283501077.0,115030635.0,GREGORY,283501077.0,115030635.0,A,False,Gen1,Devin,115030635,Gen1,115030635,Liz,630559425,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,115030635,A,283501077,B,B,GLORIA,EMERITA
866,ELISE,Cheap Sunglasses,463720242.0,463720242.0,GREGORY,283501077.0,628269884.0,GREGORY,283501077.0,628269884.0,B,True,Gen1,Chaz,628269884,Gen1,628269884,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,628269884,A,283501077,B,B,ELISE,Rohan
867,Cole,TWO OUT OF THREE AIN'T BAD,474741319.0,474741319.0,GREGORY,283501077.0,628269884.0,GREGORY,283501077.0,628269884.0,B,True,Gen1,Chaz,628269884,Gen1,628269884,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,628269884,A,283501077,B,B,Cole,MYRL
868,MARAGRET,Start Me Up,286694690.0,286694690.0,GREGORY,283501077.0,832399950.0,GREGORY,283501077.0,832399950.0,B,True,Gen1,Keon,832399950,Gen1,832399950,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,832399950,C,283501077,B,B,MARAGRET,KERRIE
869,Nick,Little Lies,158433947.0,158433947.0,TIESHA,283501077.0,832399950.0,TIESHA,283501077.0,832399950.0,C,False,Gen1,Keon,832399950,Gen1,832399950,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,832399950,C,283501077,B,B,Nick,Marco
870,Bryson,Fooling Yourself,99428145.0,99428145.0,GREGORY,283501077.0,895795063.0,GREGORY,283501077.0,895795063.0,B,True,Gen1,Deandre,895795063,Gen1,895795063,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,895795063,B,283501077,B,B,Bryson,ALICIA
871,NIA,Melissa,210114179.0,210114179.0,TIESHA,283501077.0,586071738.0,TIESHA,283501077.0,586071738.0,C,False,Gen1,Bradly,586071738,Gen1,586071738,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,586071738,B,283501077,B,B,NIA,Deontae
872,CORRINNE,Get Off Of My Cloud,225280388.0,225280388.0,TIESHA,283501077.0,438876429.0,TIESHA,283501077.0,438876429.0,C,False,Gen1,Elmer,438876429,Gen1,438876429,Liz,630559425,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,438876429,C,283501077,B,B,CORRINNE,Keith
873,LORELEI,The First Cut Is The Deepest,778694058.0,778694058.0,GREGORY,283501077.0,366589281.0,GREGORY,283501077.0,366589281.0,B,True,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,366589281,B,283501077,B,B,LORELEI,Bryson
874,Aidan,Tonight Tonight (live),542233048.0,542233048.0,GREGORY,283501077.0,366589281.0,GREGORY,283501077.0,366589281.0,B,True,Gen1,Donavan,366589281,Gen1,366589281,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,366589281,B,283501077,B,B,Aidan,Marcelo
875,Kyle,Lovely Rita,649709872.0,649709872.0,TIESHA,283501077.0,238679265.0,TIESHA,283501077.0,238679265.0,B,True,Gen1,Keyon,238679265,Gen1,238679265,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,238679265,C,283501077,B,B,Kyle,KALI
876,Eliseo,Stay With Me,105276113.0,105276113.0,GREGORY,283501077.0,315771200.0,GREGORY,283501077.0,315771200.0,C,False,Gen1,Terrance,315771200,Gen1,315771200,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,315771200,B,283501077,B,B,Eliseo,KACI
877,Shamar,Time Waits for No One,911228462.0,911228462.0,TIESHA,283501077.0,500829711.0,TIESHA,283501077.0,500829711.0,A,False,Gen1,Shea,500829711,Gen1,500829711,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,500829711,C,283501077,B,B,Shamar,EDYTHE
878,Bryson,Neon Knights,345950857.0,345950857.0,GREGORY,283501077.0,500829711.0,GREGORY,283501077.0,500829711.0,C,False,Gen1,Shea,500829711,Gen1,500829711,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,500829711,C,283501077,B,B,Bryson,Antwan
879,RHONA,I've Seen All Good People,795655207.0,795655207.0,TIESHA,283501077.0,170209024.0,TIESHA,283501077.0,170209024.0,B,True,Gen1,Carson,170209024,Gen1,170209024,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,170209024,C,283501077,B,B,RHONA,JEANELLE
880,BERYL,Threshold/Jet Airliner,444782831.0,444782831.0,GREGORY,283501077.0,934877622.0,GREGORY,283501077.0,934877622.0,B,True,Gen1,Cruz,934877622,Gen1,934877622,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,934877622,B,283501077,B,B,BERYL,ELISE
881,QUYEN,Takin' Care Of Business,877109388.0,877109388.0,GREGORY,283501077.0,51506173.0,GREGORY,283501077.0,51506173.0,A,False,Gen1,Jaren,51506173,Gen1,51506173,Barb,397591248,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,51506173,C,283501077,B,B,QUYEN,Darryl
882,Chandler,Mutha (Don't Wanna Go To School Today),219664370.0,219664370.0,TIESHA,283501077.0,499630005.0,TIESHA,283501077.0,499630005.0,C,False,Gen1,Landon,499630005,Gen1,499630005,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,499630005,A,283501077,B,B,Chandler,Deontae
883,Jaylin,Help!,58292036.0,58292036.0,GREGORY,283501077.0,291924095.0,GREGORY,283501077.0,291924095.0,C,False,Gen1,Adonis,291924095,Gen1,291924095,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,291924095,B,283501077,B,B,Jaylin,Garrison
884,JUSTINE,Big Gun,749702069.0,749702069.0,TIESHA,283501077.0,310978588.0,TIESHA,283501077.0,310978588.0,C,False,Gen1,Mike,310978588,Gen1,310978588,Barb,397591248,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,310978588,B,283501077,B,B,JUSTINE,HELGA
885,LYNNETTE,Double Vision,486060748.0,486060748.0,GREGORY,283501077.0,259758508.0,GREGORY,283501077.0,259758508.0,A,False,Gen1,Camren,259758508,Gen1,259758508,Barb,397591248,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,259758508,C,283501077,B,B,LYNNETTE,NIDA
886,Jeff,Starrider,443992328.0,443992328.0,GREGORY,283501077.0,259758508.0,GREGORY,283501077.0,259758508.0,B,True,Gen1,Camren,259758508,Gen1,259758508,Barb,397591248,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,259758508,C,283501077,B,B,Jeff,ELOUISE
887,KIM,Thank You,188812540.0,188812540.0,TIESHA,283501077.0,410633944.0,TIESHA,283501077.0,410633944.0,C,False,Gen1,Quentin,410633944,Gen1,410633944,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,410633944,C,283501077,B,B,KIM,Anton
888,EDYTHE,Spill the Wine,253604410.0,253604410.0,GREGORY,283501077.0,410633944.0,GREGORY,283501077.0,410633944.0,A,False,Gen1,Quentin,410633944,Gen1,410633944,Pat,631311759,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,410633944,C,283501077,B,B,EDYTHE,Jeremy
889,Bryan,Another Brick In The Wall,362162752.0,362162752.0,GREGORY,283501077.0,154174901.0,GREGORY,283501077.0,154174901.0,B,True,Gen1,Seth,154174901,Gen1,154174901,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,154174901,C,283501077,B,B,Bryan,Kolton
890,Reece,Heaven and Hell,474282628.0,474282628.0,GREGORY,283501077.0,788884932.0,GREGORY,283501077.0,788884932.0,B,True,Gen1,Brodie,788884932,Gen1,788884932,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,788884932,B,283501077,B,B,Reece,APOLONIA
891,ARLYNE,We Gotta Get You a Woman,849821979.0,849821979.0,GREGORY,283501077.0,858496373.0,GREGORY,283501077.0,858496373.0,A,False,Gen1,Reynaldo,858496373,Gen1,858496373,Mary,225766667,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,858496373,B,283501077,B,B,ARLYNE,AVA
892,VASHTI,Take Me To The River,564265479.0,564265479.0,GREGORY,283501077.0,133989334.0,GREGORY,283501077.0,133989334.0,C,False,Gen1,Salvatore,133989334,Gen1,133989334,Barb,397591248,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,133989334,B,283501077,B,B,VASHTI,QUYEN
893,EBONI,Magic,542648709.0,542648709.0,GREGORY,283501077.0,777440966.0,GREGORY,283501077.0,777440966.0,B,True,Gen1,Gunnar,777440966,Gen1,777440966,Liz,630559425,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,777440966,C,283501077,B,B,EBONI,Erick
894,SUSANNA,You Better Run,20009637.0,20009637.0,GREGORY,283501077.0,777440966.0,GREGORY,283501077.0,777440966.0,B,True,Gen1,Gunnar,777440966,Gen1,777440966,Liz,630559425,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,777440966,C,283501077,B,B,SUSANNA,SHANTA
895,Syed,Destroyer,2677250.0,2677250.0,TIESHA,283501077.0,574340276.0,TIESHA,283501077.0,574340276.0,A,False,Gen1,Griffin,574340276,Gen1,574340276,Liz,630559425,800981516,GREGORY,Pat,283501077,283501077,Ralph,800981516,,283501077,B,574340276,B,283501077,B,B,Syed,SHANTI
896,Brayden,Too Hot To Handle,742589753.0,742589753.0,EBONY,802336212.0,704616095.0,EBONY,802336212.0,704616095.0,A,False,Gen1,Easton,704616095,Gen1,704616095,Mary,225766667,800981516,EBONY,Pat,802336212,802336212,Ralph,800981516,,802336212,C,704616095,A,802336212,C,C,Brayden,Gerard
897,Brant,Shakin' All Over,674754189.0,674754189.0,EBONY,802336212.0,308487563.0,EBONY,802336212.0,308487563.0,A,False,Gen1,Blaze,308487563,Gen1,308487563,Liz,630559425,800981516,EBONY,Pat,802336212,802336212,Ralph,800981516,,802336212,C,308487563,B,802336212,C,C,Brant,Alex
898,Chris,Superman,424165298.0,424165298.0,EBONY,802336212.0,899766072.0,EBONY,802336212.0,899766072.0,A,False,Gen1,Daryl,899766072,Gen1,899766072,Mary,225766667,800981516,EBONY,Pat,802336212,802336212,Ralph,800981516,,802336212,C,899766072,B,802336212,C,C,Chris,AN
899,Ross,The Devil Went Down To Georgia,892116936.0,892116936.0,EBONY,802336212.0,238679265.0,EBONY,802336212.0,238679265.0,B,True,Gen1,Keyon,238679265,Gen1,238679265,Pat,631311759,800981516,EBONY,Pat,802336212,802336212,Ralph,800981516,,802336212,C,238679265,C,802336212,C,C,Ross,DOTTY
900,Kobe,The Ballad Of John And Yoko,751774849.0,751774849.0,EBONY,802336212.0,562628161.0,EBONY,802336212.0,562628161.0,C,False,Gen1,Keaton,562628161,Gen1,562628161,Mary,225766667,800981516,EBONY,Pat,802336212,802336212,Ralph,800981516,,802336212,C,562628161,A,802336212,C,C,Kobe,Steve
901,Alfonso,We Can Work It Out,432485812.0,432485812.0,EBONY,802336212.0,315771200.0,EBONY,802336212.0,315771200.0,C,False,Gen1,Terrance,315771200,Gen1,315771200,Pat,631311759,800981516,EBONY,Pat,802336212,802336212,Ralph,800981516,,802336212,C,315771200,B,802336212,C,C,Alfonso,Estevan
